Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Fairy Tale,1,2,1,0.339493727,0.3111913977563381,0.7010698506236076,0.3898784528672695,"I was just thinking about something earlier today. Did you know that the first time I ever saw a real-life fairy tale, it was in a book? It was called ""The Wonderful Wizard of Oz"" and it came out in 1939.

It's not the only one, either. There are many"
Fairy Tale,2,2,21,0.438900837,0.3788256805948913,0.7687041334621608,0.3898784528672695,"I was alone earlier today, thinking out loud, and said that I think the most important thing is to be able to have a good relationship with your parents. And then I realized that this is the only thing that's really important in life.

And so when you're in school, you're trying to"
Family,1,2,0,0.123482988,0.081799973,0.7956862315535546,0.7138862589001655,"I was looking at a few examples earlier and I noticed that they were all the same. They were all the same type of thing.

""So we decided to do something about it.""

The family has been working with a local company, The Home Depot, to create their own version of the"
Family,2,2,14,0.343517743,0.20977565616369254,0.9236619150638581,0.7138862589001655,"I was looking through a notebook and found a mention of the ""Horse""  in the book. I had no idea what it meant, but I knew it was a horse-shaped object.
I also noticed that there were two different versions of this picture in the book. The first version"
Fascism,1,2,4,0.258201334,0.1962646570801735,0.7559209936857223,0.5596563366055488,"An observation was made recently by someone pointing out that the ""Nazi"" label is a bit of a misnomer.

The term Nazi is used to describe people who are anti-Semitic, racist, and/or fascist. The term Nazi has been used in this context since the 1930s"
Fascism,2,2,3,0.423514515,0.29867327943444255,0.8583296160399914,0.5596563366055488,"When you try to take a look at the bigger picture, and that's what I'm trying to do.

I'm not saying I'm going to be a dictator or anything like that. But I think it's important for people who are interested in politics and social justice issues, as well as people"
Feelings,1,2,24,0.019744574,0.011742562651634203,0.8465980777144432,0.834855515,"I was writing down my thoughts earlier today and noted that I had a lot of questions about the ""unofficial"" rules for the 2016 election.

I'm not sure if you've heard, but there are a lot of people who think that the official rules for this year's election are so restrictive"
Feelings,2,2,24,0.10194906,0.058974888883531085,0.8938304039463401,0.834855515,"It might not seem obvious at first, but it is true that the more you do something, the more you are likely to enjoy it.

This is because doing something often makes us feel good about ourselves. It gives us a sense of accomplishment and achievement. It also gives us a sense of control over our"
Fire Extinguisher,1,2,0,0.38909831,0.2995346249639988,0.7992720401287079,0.4997374151647091,"I wanted to get your thoughts on a topic concerning the environment.

What is the most important thing you learned from this class?

What was your favorite part of this class?"
Fire Extinguisher,2,2,16,0.461903409,0.34385069116950034,0.8435881063342094,0.4997374151647091,"A colleague mentioned something to me earlier today and said that they are not used to dealing with fire extinguishers. I told them that if you have a fire, you need to be able to put out the fire quickly. They said that they don't have any extinguishers in their car. I told them"
Man vs. Nature,1,2,4,0.160253904,0.12259393364191062,0.7148933520913124,0.5922994184494018,"I often find myself stopping what I am doing to wonder if he is going to be able to stop me from killing him.

""You are a good man, and I know you will not let me kill you.""

""No,"" said the man. ""I will not let you kill me"
Man vs. Nature,2,2,16,0.256442236,0.18697000652551654,0.7792694249749184,0.5922994184494018,"I saw a presentation the other day where they mentioned that  the sun is going to rise in the east and set in the west.  Well, it's not going to happen.  It's going to be a little bit different, but it will still be sunrise and sunset.
"
Mathematics,1,2,0,0.356685918,0.26377984300255775,0.8079952561855316,0.5442154131829738,"I was looking at some notes from yesterday and saw that the first few lines of the paper are about how to use a simple formula to solve for x. I'm not sure if this is something you should be doing, but it's an interesting exercise.

The next section is about how to find"
Mathematics,2,2,3,0.503507655,0.3500317956507206,0.8942472088336945,0.5442154131829738,"When you try to take a look at the bigger picture, it is not so much about mathematics as it is about the way we think.  It's about how we think and how we make sense of things.  And that's what I want to talk about today.
I'm going to"
McDonalds,1,2,0,0.432419762,0.3366398675739765,0.8105786250531674,0.47393875747919084,"While I was waiting in line, it occurred to me that the waiters were not paying attention to the customers. They were busy with their own tasks. I noticed that one of them was wearing a red hat and a white shirt, which looked like it had been made by McDonald's.

I asked"
McDonalds,2,2,20,0.102910483,0.098362238,0.5723009951785207,0.47393875747919084,"One particular thing that came up in passing was the idea that there are a lot of people who are just not interested in politics. And I think it's true. There's a lot of people who don't care about politics, and they're not going to vote.

And I think there's a"
Meteor Strike,1,2,3,0.412856058,0.3129433651268483,0.8161055082082749,0.5031621430814266,"There is a detail worth mentioning today regarding the fact that the meteorite was found in a very remote area of Arizona.

The meteorite was found by two hunters in an area of Arizona called ""the Devil's Triangle"" (which is also known as ""the Black Hills""). The hunters were out"
Meteor Strike,2,2,13,0.336189745,0.2645369435846806,0.7676990866661072,0.5031621430814266,"If we take a look at the information provided, we see that there are many different types of meteor strikes. The most common type is the ""meteorite strike"" which is a large rock or metal falling from space.

The other type of strike is called ""earthquake"" and it occurs when"
